"date","chart_id","series_id","series_name","country","value","axis","unit","source","source_url","frequency","source_note"
"2009-02-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",9,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-03-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",7.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2019-02-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",9.7,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-01-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",8.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-06-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",15.5,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-08-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-8.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2013-01-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",1.7,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-10-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-9.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-11-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-8.3,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-12-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-7.3,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2010-01-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-7.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2010-02-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-6.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2019-03-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",9.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-02-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",9.4,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-03-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",8.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-04-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",7.9,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-05-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",11.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2013-12-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",0.3,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-01-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",0.3,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-02-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",1.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-03-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",1.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-04-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",0.3,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-05-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",0,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-06-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",1.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-07-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",0.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-08-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.4,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-09-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",1.9,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-10-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.4,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-11-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2014-12-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.5,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2015-01-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2015-02-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-07-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",12.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-08-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",11.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-09-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",9.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-10-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",8.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2008-11-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",11.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2019-01-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",9.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2015-09-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.9,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2015-10-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2019-04-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",9.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-04-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-05-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-0.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-06-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-4.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2009-07-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",-6.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-04-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-05-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",3.9,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-06-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-07-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",2.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-08-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",3.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-09-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-10-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4.5,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-11-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",6.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2016-12-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-01-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4.5,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-02-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4.9,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-03-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",5.4,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-04-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4.5,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-05-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",5.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-06-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",4.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-07-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",5.5,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-08-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",6.9,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-09-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",6.6,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-10-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",6.9,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-11-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",5.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2017-12-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",6.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2018-01-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",6.4,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2018-02-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",7.1,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2018-03-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",8.8,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2018-04-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",9.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2018-05-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",8.3,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
"2018-06-01","expected_selling_prices","esp_services","EC Services prices, 6m lag","Euro Area",8.2,"left","balance","European Commission Business and Consumer Surveys","https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys/download-business-and-consumer-survey-data/time-series_en","monthly","Seasonally adjusted EC survey balance from EC BCS release 2606; shifted forward six months."
