date,geo,country,component,nsa_index,release
2025-06-01,DE,Germany,services,127.68524040,FIN
2025-07-01,DE,Germany,services,128.66665021,FIN
2025-08-01,DE,Germany,services,128.88332511,FIN
2025-09-01,DE,Germany,services,128.90881627,FIN
2025-10-01,DE,Germany,services,129.38040280,FIN
2025-11-01,DE,Germany,services,128.18231810,FIN
2025-12-01,DE,Germany,services,129.10000000,FIN
2026-01-01,DE,Germany,services,128.51370323,FIN
2026-02-01,DE,Germany,services,129.29118373,FIN
2026-03-01,DE,Germany,services,130.11964656,FIN
2026-04-01,DE,Germany,services,130.71868891,FIN
2026-05-01,DE,Germany,services,131.35596801,FIN
2026-06-01,DE,Germany,services,131.92951920,FIN
2026-07-01,DE,Germany,services,132.89818343,FIN
1996-01-01,FR,France,headline,74.12295100,FIN
1996-02-01,FR,France,headline,74.40914000,FIN
1996-03-01,FR,France,headline,74.89441700,FIN
1996-04-01,FR,France,headline,74.98151800,FIN
1996-05-01,FR,France,headline,75.19304900,FIN
1996-06-01,FR,France,headline,75.10594800,FIN
1996-07-01,FR,France,headline,74.94418900,FIN
1996-08-01,FR,France,headline,74.78243000,FIN
1996-09-01,FR,France,headline,75.01884700,FIN
1996-10-01,FR,France,headline,75.21793500,FIN
1996-11-01,FR,France,headline,75.16816300,FIN
1996-12-01,FR,France,headline,75.32992200,FIN
1997-01-01,FR,France,headline,75.47923800,FIN
1997-02-01,FR,France,headline,75.66588300,FIN
1997-03-01,FR,France,headline,75.74054100,FIN
1997-04-01,FR,France,headline,75.75298400,FIN
1997-05-01,FR,France,headline,75.86497100,FIN
1997-06-01,FR,France,headline,75.85252800,FIN
1997-07-01,FR,France,headline,75.74054100,FIN
1997-08-01,FR,France,headline,75.96451500,FIN
1997-09-01,FR,France,headline,76.10138800,FIN
1997-10-01,FR,France,headline,76.05161600,FIN
1997-11-01,FR,France,headline,76.17604600,FIN
1997-12-01,FR,France,headline,76.21337500,FIN
1998-01-01,FR,France,headline,75.92718600,FIN
1998-02-01,FR,France,headline,76.22581800,FIN
1998-03-01,FR,France,headline,76.36269100,FIN
1998-04-01,FR,France,headline,76.53689300,FIN
1998-05-01,FR,France,headline,76.57422200,FIN
1998-06-01,FR,France,headline,76.64888000,FIN
1998-07-01,FR,France,headline,76.33780500,FIN
1998-08-01,FR,France,headline,76.46223500,FIN
1998-09-01,FR,France,headline,76.49956400,FIN
1998-10-01,FR,France,headline,76.41246300,FIN
1998-11-01,FR,France,headline,76.36269100,FIN
1998-12-01,FR,France,headline,76.41246300,FIN
1999-01-01,FR,France,headline,76.16360300,FIN
1999-02-01,FR,France,headline,76.42490600,FIN
1999-03-01,FR,France,headline,76.68620900,FIN
1999-04-01,FR,France,headline,76.91018300,FIN
1999-05-01,FR,France,headline,76.91018300,FIN
1999-06-01,FR,France,headline,76.91018300,FIN
1999-07-01,FR,France,headline,76.67376600,FIN
1999-08-01,FR,France,headline,76.82308200,FIN
1999-09-01,FR,France,headline,76.95995500,FIN
1999-10-01,FR,France,headline,77.03461300,FIN
1999-11-01,FR,France,headline,77.07194200,FIN
1999-12-01,FR,France,headline,77.44523200,FIN
2000-01-01,FR,France,headline,77.43278900,FIN
2000-02-01,FR,France,headline,77.53233300,FIN
2000-03-01,FR,France,headline,77.91806600,FIN
2000-04-01,FR,France,headline,77.91806600,FIN
2000-05-01,FR,France,headline,78.07982500,FIN
2000-06-01,FR,France,headline,78.29135600,FIN
2000-07-01,FR,France,headline,78.15448300,FIN
2000-08-01,FR,France,headline,78.31624200,FIN
2000-09-01,FR,France,headline,78.73930400,FIN
2000-10-01,FR,France,headline,78.66464600,FIN
2000-11-01,FR,France,headline,78.85129100,FIN
2000-12-01,FR,France,headline,78.82640500,FIN
2001-01-01,FR,France,headline,78.46555800,FIN
2001-02-01,FR,France,headline,78.68953200,FIN
2001-03-01,FR,France,headline,79.07526500,FIN
2001-04-01,FR,France,headline,79.47344100,FIN
2001-05-01,FR,France,headline,79.99604700,FIN
2001-06-01,FR,France,headline,80.04581900,FIN
2001-07-01,FR,France,headline,79.87161700,FIN
2001-08-01,FR,France,headline,79.87161700,FIN
2001-09-01,FR,France,headline,80.03337600,FIN
2001-10-01,FR,France,headline,80.08314800,FIN
2001-11-01,FR,France,headline,79.87161700,FIN
2001-12-01,FR,France,headline,79.98360400,FIN
2002-01-01,FR,France,headline,80.36933700,FIN
2002-02-01,FR,France,headline,80.45643800,FIN
2002-03-01,FR,France,headline,80.80484200,FIN
2002-04-01,FR,France,headline,81.12836000,FIN
2002-05-01,FR,France,headline,81.24034700,FIN
2002-06-01,FR,France,headline,81.20301800,FIN
2002-07-01,FR,France,headline,81.12836000,FIN
2002-08-01,FR,France,headline,81.31500500,FIN
2002-09-01,FR,France,headline,81.47676400,FIN
2002-10-01,FR,France,headline,81.61363700,FIN
2002-11-01,FR,France,headline,81.56386500,FIN
2002-12-01,FR,France,headline,81.70073800,FIN
2003-01-01,FR,France,headline,81.86249700,FIN
2003-02-01,FR,France,headline,82.50953300,FIN
2003-03-01,FR,France,headline,82.85793700,FIN
2003-04-01,FR,France,headline,82.72106400,FIN
2003-05-01,FR,France,headline,82.67129200,FIN
2003-06-01,FR,France,headline,82.82060800,FIN
2003-07-01,FR,France,headline,82.73350700,FIN
2003-08-01,FR,France,headline,82.94503800,FIN
2003-09-01,FR,France,headline,83.29344200,FIN
2003-10-01,FR,France,headline,83.48008700,FIN
2003-11-01,FR,France,headline,83.55474500,FIN
2003-12-01,FR,France,headline,83.65428900,FIN
2004-01-01,FR,France,headline,83.67917500,FIN
2004-02-01,FR,France,headline,84.06490800,FIN
2004-03-01,FR,France,headline,84.43819800,FIN
2004-04-01,FR,France,headline,84.67461500,FIN
2004-05-01,FR,France,headline,85.01057600,FIN
2004-06-01,FR,France,headline,85.04790500,FIN
2004-07-01,FR,France,headline,84.87370300,FIN
2004-08-01,FR,France,headline,85.08523400,FIN
2004-09-01,FR,France,headline,85.15989200,FIN
2004-10-01,FR,France,headline,85.39630900,FIN
2004-11-01,FR,France,headline,85.43363800,FIN
2004-12-01,FR,France,headline,85.53318200,FIN
2005-01-01,FR,France,headline,85.06034800,FIN
2005-02-01,FR,France,headline,85.63272600,FIN
2005-03-01,FR,France,headline,86.21754700,FIN
2005-04-01,FR,France,headline,86.37930600,FIN
2005-05-01,FR,France,headline,86.42907800,FIN
2005-06-01,FR,France,headline,86.54106500,FIN
2005-07-01,FR,France,headline,86.39174900,FIN
2005-08-01,FR,France,headline,86.75259600,FIN
2005-09-01,FR,France,headline,87.12588600,FIN
2005-10-01,FR,France,headline,87.11344300,FIN
2005-11-01,FR,France,headline,86.92679800,FIN
2005-12-01,FR,France,headline,87.03878500,FIN
2006-01-01,FR,France,headline,86.96412700,FIN
2006-02-01,FR,France,headline,87.30008800,FIN
2006-03-01,FR,France,headline,87.68582100,FIN
2006-04-01,FR,France,headline,88.08399700,FIN
2006-05-01,FR,France,headline,88.45728700,FIN
2006-06-01,FR,France,headline,88.45728700,FIN
2006-07-01,FR,France,headline,88.28308500,FIN
2006-08-01,FR,France,headline,88.58171700,FIN
2006-09-01,FR,France,headline,88.39507200,FIN
2006-10-01,FR,France,headline,88.19598400,FIN
2006-11-01,FR,France,headline,88.29552800,FIN
2006-12-01,FR,France,headline,88.51950200,FIN
2007-01-01,FR,France,headline,88.17109800,FIN
2007-02-01,FR,France,headline,88.35774300,FIN
2007-03-01,FR,France,headline,88.76836200,FIN
2007-04-01,FR,France,headline,89.24119600,FIN
2007-05-01,FR,France,headline,89.47761300,FIN
2007-06-01,FR,France,headline,89.61448600,FIN
2007-07-01,FR,France,headline,89.32829700,FIN
2007-08-01,FR,France,headline,89.70158700,FIN
2007-09-01,FR,France,headline,89.82601700,FIN
2007-10-01,FR,France,headline,90.07487700,FIN
2007-11-01,FR,France,headline,90.62236900,FIN
2007-12-01,FR,France,headline,90.99565900,FIN
2008-01-01,FR,France,headline,90.98321600,FIN
2008-02-01,FR,France,headline,91.18230400,FIN
2008-03-01,FR,France,headline,91.90399800,FIN
2008-04-01,FR,France,headline,92.25240200,FIN
2008-05-01,FR,France,headline,92.78745100,FIN
2008-06-01,FR,France,headline,93.18562700,FIN
2008-07-01,FR,France,headline,92.92432400,FIN
2008-08-01,FR,France,headline,92.87455200,FIN
2008-09-01,FR,France,headline,92.83722300,FIN
2008-10-01,FR,France,headline,92.78745100,FIN
2008-11-01,FR,France,headline,92.31461700,FIN
2008-12-01,FR,France,headline,92.07820000,FIN
2009-01-01,FR,France,headline,91.68002400,FIN
2009-02-01,FR,France,headline,92.06575700,FIN
2009-03-01,FR,France,headline,92.23995900,FIN
2009-04-01,FR,France,headline,92.38927500,FIN
2009-05-01,FR,France,headline,92.52614800,FIN
2009-06-01,FR,France,headline,92.65057800,FIN
2009-07-01,FR,France,headline,92.19018700,FIN
2009-08-01,FR,France,headline,92.70035000,FIN
2009-09-01,FR,France,headline,92.48881900,FIN
2009-10-01,FR,France,headline,92.58836300,FIN
2009-11-01,FR,France,headline,92.73767900,FIN
2009-12-01,FR,France,headline,93.01142500,FIN
2010-01-01,FR,France,headline,92.78745100,FIN
2010-02-01,FR,France,headline,93.35982900,FIN
2010-03-01,FR,France,headline,93.85754900,FIN
2010-04-01,FR,France,headline,94.13129500,FIN
2010-05-01,FR,France,headline,94.26816800,FIN
2010-06-01,FR,France,headline,94.26816800,FIN
2010-07-01,FR,France,headline,93.94465000,FIN
2010-08-01,FR,France,headline,94.18106700,FIN
2010-09-01,FR,France,headline,94.14373800,FIN
2010-10-01,FR,France,headline,94.29305400,FIN
2010-11-01,FR,France,headline,94.41748400,FIN
2010-12-01,FR,France,headline,94.87787500,FIN
2011-01-01,FR,France,headline,94.60412900,FIN
2011-02-01,FR,France,headline,95.06452000,FIN
2011-03-01,FR,France,headline,95.89820100,FIN
2011-04-01,FR,France,headline,96.24660500,FIN
2011-05-01,FR,France,headline,96.30882000,FIN
2011-06-01,FR,France,headline,96.39592100,FIN
2011-07-01,FR,France,headline,95.91064400,FIN
2011-08-01,FR,France,headline,96.45813600,FIN
2011-09-01,FR,France,headline,96.43325000,FIN
2011-10-01,FR,France,headline,96.68211000,FIN
2011-11-01,FR,France,headline,96.98074200,FIN
2011-12-01,FR,France,headline,97.41624700,FIN
2012-01-01,FR,France,headline,97.03051400,FIN
2012-02-01,FR,France,headline,97.49090500,FIN
2012-03-01,FR,France,headline,98.38680100,FIN
2012-04-01,FR,France,headline,98.56100300,FIN
2012-05-01,FR,France,headline,98.51123100,FIN
2012-06-01,FR,France,headline,98.56100300,FIN
2012-07-01,FR,France,headline,98.05084000,FIN
2012-08-01,FR,France,headline,98.76009100,FIN
2012-09-01,FR,France,headline,98.51123100,FIN
2012-10-01,FR,France,headline,98.71031900,FIN
2012-11-01,FR,France,headline,98.53611700,FIN
2012-12-01,FR,France,headline,98.90940700,FIN
2013-01-01,FR,France,headline,98.33702900,FIN
2013-02-01,FR,France,headline,98.64810400,FIN
2013-03-01,FR,France,headline,99.45689900,FIN
2013-04-01,FR,France,headline,99.34491200,FIN
2013-05-01,FR,France,headline,99.39468400,FIN
2013-06-01,FR,France,headline,99.56888600,FIN
2013-07-01,FR,France,headline,99.22048200,FIN
2013-08-01,FR,France,headline,99.71820200,FIN
2013-09-01,FR,France,headline,99.51911400,FIN
2013-10-01,FR,France,headline,99.39468400,FIN
2013-11-01,FR,France,headline,99.35735500,FIN
2013-12-01,FR,France,headline,99.73064500,FIN
2014-01-01,FR,France,headline,99.09605200,FIN
2014-02-01,FR,France,headline,99.70575900,FIN
2014-03-01,FR,France,headline,100.21592200,FIN
2014-04-01,FR,France,headline,100.17859300,FIN
2014-05-01,FR,France,headline,100.21592200,FIN
2014-06-01,FR,France,headline,100.16615000,FIN
2014-07-01,FR,France,headline,99.78041700,FIN
2014-08-01,FR,France,headline,100.25325100,FIN
2014-09-01,FR,France,headline,99.87996100,FIN
2014-10-01,FR,France,headline,99.91729000,FIN
2014-11-01,FR,France,headline,99.75553100,FIN
2014-12-01,FR,France,headline,99.81774600,FIN
2015-01-01,FR,France,headline,98.69787600,FIN
2015-02-01,FR,France,headline,99.41957000,FIN
2015-03-01,FR,France,headline,100.16615000,FIN
2015-04-01,FR,France,headline,100.30302300,FIN
2015-05-01,FR,France,headline,100.55188300,FIN
2015-06-01,FR,France,headline,100.48966800,FIN
2015-07-01,FR,France,headline,99.99194800,FIN
2015-08-01,FR,France,headline,100.35279500,FIN
2015-09-01,FR,France,headline,99.99194800,FIN
2015-10-01,FR,France,headline,100.06660600,FIN
2015-11-01,FR,France,headline,99.86751800,FIN
2015-12-01,FR,France,headline,100.09149200,FIN
2016-01-01,FR,France,headline,99.02139400,FIN
2016-02-01,FR,France,headline,99.30758300,FIN
2016-03-01,FR,France,headline,100.07904900,FIN
2016-04-01,FR,France,headline,100.17859300,FIN
2016-05-01,FR,France,headline,100.65142700,FIN
2016-06-01,FR,France,headline,100.80074300,FIN
2016-07-01,FR,France,headline,100.39012400,FIN
2016-08-01,FR,France,headline,100.73852800,FIN
2016-09-01,FR,France,headline,100.50211100,FIN
2016-10-01,FR,France,headline,100.53944000,FIN
2016-11-01,FR,France,headline,100.55188300,FIN
2016-12-01,FR,France,headline,100.90028700,FIN
2017-01-01,FR,France,headline,100.57676900,FIN
2017-02-01,FR,France,headline,100.72608500,FIN
2017-03-01,FR,France,headline,101.47266500,FIN
2017-04-01,FR,France,headline,101.57220900,FIN
2017-05-01,FR,France,headline,101.59709500,FIN
2017-06-01,FR,France,headline,101.58465200,FIN
2017-07-01,FR,France,headline,101.16159000,FIN
2017-08-01,FR,France,headline,101.73396800,FIN
2017-09-01,FR,France,headline,101.57220900,FIN
2017-10-01,FR,France,headline,101.69663900,FIN
2017-11-01,FR,France,headline,101.79618300,FIN
2017-12-01,FR,France,headline,102.15703000,FIN
2018-01-01,FR,France,headline,102.05748600,FIN
2018-02-01,FR,France,headline,102.05748600,FIN
2018-03-01,FR,France,headline,103.22712800,FIN
2018-04-01,FR,France,headline,103.42621600,FIN
2018-05-01,FR,France,headline,103.91149300,FIN
2018-06-01,FR,France,headline,103.93637900,FIN
2018-07-01,FR,France,headline,103.79950600,FIN
2018-08-01,FR,France,headline,104.34699800,FIN
2018-09-01,FR,France,headline,104.11058100,FIN
2018-10-01,FR,France,headline,104.23501100,FIN
2018-11-01,FR,France,headline,103.99859400,FIN
2018-12-01,FR,France,headline,104.09813800,FIN
2019-01-01,FR,France,headline,103.52576000,FIN
2019-02-01,FR,France,headline,103.63774700,FIN
2019-03-01,FR,France,headline,104.54608600,FIN
2019-04-01,FR,France,headline,104.91937600,FIN
2019-05-01,FR,France,headline,105.05624900,FIN
2019-06-01,FR,France,headline,105.35488100,FIN
2019-07-01,FR,France,headline,105.11846400,FIN
2019-08-01,FR,France,headline,105.67839900,FIN
2019-09-01,FR,France,headline,105.28022300,FIN
2019-10-01,FR,France,headline,105.19312200,FIN
2019-11-01,FR,France,headline,105.26778000,FIN
2019-12-01,FR,France,headline,105.77794300,FIN
2020-01-01,FR,France,headline,105.24289400,FIN
2020-02-01,FR,France,headline,105.26778000,FIN
2020-03-01,FR,France,headline,105.34243800,FIN
2020-04-01,FR,France,headline,105.31755200,FIN
2020-05-01,FR,France,headline,105.49175400,FIN
2020-06-01,FR,France,headline,105.57885500,FIN
2020-07-01,FR,France,headline,106.00191700,FIN
2020-08-01,FR,France,headline,105.88993000,FIN
2020-09-01,FR,France,headline,105.29266600,FIN
2020-10-01,FR,France,headline,105.26778000,FIN
2020-11-01,FR,France,headline,105.50419700,FIN
2020-12-01,FR,France,headline,105.75305700,FIN
2021-01-01,FR,France,headline,106.03924600,FIN
2021-02-01,FR,France,headline,106.06413200,FIN
2021-03-01,FR,France,headline,106.79826900,FIN
2021-04-01,FR,France,headline,107.02224300,FIN
2021-05-01,FR,France,headline,107.38309000,FIN
2021-06-01,FR,France,headline,107.56973500,FIN
2021-07-01,FR,France,headline,107.64439300,FIN
2021-08-01,FR,France,headline,108.37853000,FIN
2021-09-01,FR,France,headline,108.16699900,FIN
2021-10-01,FR,France,headline,108.63983300,FIN
2021-11-01,FR,France,headline,109.08778100,FIN
2021-12-01,FR,France,headline,109.33664100,FIN
2022-01-01,FR,France,headline,109.51084300,FIN
2022-02-01,FR,France,headline,110.49384000,FIN
2022-03-01,FR,France,headline,112.26074600,FIN
2022-04-01,FR,France,headline,112.78335200,FIN
2022-05-01,FR,France,headline,113.62947600,FIN
2022-06-01,FR,France,headline,114.60003000,FIN
2022-07-01,FR,France,headline,114.94843400,FIN
2022-08-01,FR,France,headline,115.48348300,FIN
2022-09-01,FR,France,headline,114.89866200,FIN
2022-10-01,FR,France,headline,116.32960700,FIN
2022-11-01,FR,France,headline,116.81488400,FIN
2022-12-01,FR,France,headline,116.70289700,FIN
2023-01-01,FR,France,headline,117.21306000,FIN
2023-02-01,FR,France,headline,118.54446100,FIN
2023-03-01,FR,France,headline,119.76387500,FIN
2023-04-01,FR,France,headline,120.54778400,FIN
2023-05-01,FR,France,headline,120.46068300,FIN
2023-06-01,FR,France,headline,120.70954300,FIN
2023-07-01,FR,France,headline,120.77175800,FIN
2023-08-01,FR,France,headline,122.10315900,FIN
2023-09-01,FR,France,headline,121.40635100,FIN
2023-10-01,FR,France,headline,121.61788200,FIN
2023-11-01,FR,France,headline,121.31925000,FIN
2023-12-01,FR,France,headline,121.49345200,FIN
2024-01-01,FR,France,headline,121.20726300,FIN
2024-02-01,FR,France,headline,122.35201900,FIN
2024-03-01,FR,France,headline,122.65065100,FIN
2024-04-01,FR,France,headline,123.40967400,FIN
2024-05-01,FR,France,headline,123.58387600,FIN
2024-06-01,FR,France,headline,123.78296400,FIN
2024-07-01,FR,France,headline,124.03182400,FIN
2024-08-01,FR,France,headline,124.76596100,FIN
2024-09-01,FR,France,headline,123.14837100,FIN
2024-10-01,FR,France,headline,123.53410400,FIN
2024-11-01,FR,France,headline,123.35990200,FIN
2024-12-01,FR,France,headline,123.62120500,FIN
2025-01-01,FR,France,headline,123.42211700,FIN
2025-02-01,FR,France,headline,123.48433200,FIN
2025-03-01,FR,France,headline,123.73319200,FIN
2025-04-01,FR,France,headline,124.54198700,FIN
2025-05-01,FR,France,headline,124.31801300,FIN
2025-06-01,FR,France,headline,124.84061900,FIN
2025-07-01,FR,France,headline,125.20146600,FIN
2025-08-01,FR,France,headline,125.79873000,FIN
2025-09-01,FR,France,headline,124.46732900,FIN
2025-10-01,FR,France,headline,124.57931600,FIN
2025-11-01,FR,France,headline,124.33045600,FIN
2025-12-01,FR,France,headline,124.43000000,FIN
2026-01-01,FR,France,headline,123.91983700,FIN
2026-02-01,FR,France,headline,124.80329000,FIN
2026-03-01,FR,France,headline,126.17202000,FIN
2026-04-01,FR,France,headline,127.62785100,FIN
2026-05-01,FR,France,headline,127.80205300,FIN
2026-06-01,FR,France,headline,127.36654800,FIN
2026-07-01,FR,France,headline,128.16290000,FIN
1996-01-01,FR,France,core,78.83401259,FIN
1996-02-01,FR,France,core,79.16175607,FIN
1996-03-01,FR,France,core,79.66507642,FIN
1996-04-01,FR,France,core,79.71189691,FIN
1996-05-01,FR,France,core,79.79383278,FIN
1996-06-01,FR,France,core,79.84065328,FIN
1996-07-01,FR,France,core,79.65337129,FIN
1996-08-01,FR,France,core,79.71189691,FIN
1996-09-01,FR,France,core,79.89917890,FIN
1996-10-01,FR,France,core,80.02793527,FIN
1996-11-01,FR,France,core,79.77042254,FIN
1996-12-01,FR,France,core,79.81724303,FIN
1997-01-01,FR,France,core,79.48949955,FIN
1997-02-01,FR,France,core,79.96940965,FIN
1997-03-01,FR,France,core,80.28544801,FIN
1997-04-01,FR,France,core,80.32056338,FIN
1997-05-01,FR,France,core,80.34397363,FIN
1997-06-01,FR,France,core,80.33226850,FIN
1997-07-01,FR,France,core,80.14498651,FIN
1997-08-01,FR,France,core,80.40249925,FIN
1997-09-01,FR,France,core,80.55466587,FIN
1997-10-01,FR,France,core,80.39079413,FIN
1997-11-01,FR,France,core,80.36738388,FIN
1997-12-01,FR,France,core,80.49614025,FIN
1998-01-01,FR,France,core,80.01623015,FIN
1998-02-01,FR,France,core,80.56637099,FIN
1998-03-01,FR,France,core,80.85899910,FIN
1998-04-01,FR,France,core,80.96434522,FIN
1998-05-01,FR,France,core,80.97605034,FIN
1998-06-01,FR,France,core,81.06969134,FIN
1998-07-01,FR,France,core,80.76535811,FIN
1998-08-01,FR,France,core,81.06969134,FIN
1998-09-01,FR,France,core,81.22185796,FIN
1998-10-01,FR,France,core,81.18674258,FIN
1998-11-01,FR,France,core,81.08139646,FIN
1998-12-01,FR,France,core,81.18674258,FIN
1999-01-01,FR,France,core,80.63660174,FIN
1999-02-01,FR,France,core,81.08139646,FIN
1999-03-01,FR,France,core,81.37402457,FIN
1999-04-01,FR,France,core,81.52619119,FIN
1999-05-01,FR,France,core,81.51448607,FIN
1999-06-01,FR,France,core,81.56130656,FIN
1999-07-01,FR,France,core,81.23356308,FIN
1999-08-01,FR,France,core,81.50278094,FIN
1999-09-01,FR,France,core,81.54960144,FIN
1999-10-01,FR,France,core,81.46766557,FIN
1999-11-01,FR,France,core,81.33890920,FIN
1999-12-01,FR,France,core,81.47937069,FIN
2000-01-01,FR,France,core,81.18674258,FIN
2000-02-01,FR,France,core,81.17503746,FIN
2000-03-01,FR,France,core,81.58471681,FIN
2000-04-01,FR,France,core,81.54960144,FIN
2000-05-01,FR,France,core,81.59642194,FIN
2000-06-01,FR,France,core,81.72517830,FIN
2000-07-01,FR,France,core,81.50278094,FIN
2000-08-01,FR,France,core,81.78370393,FIN
2000-09-01,FR,France,core,81.90075517,FIN
2000-10-01,FR,France,core,81.94757567,FIN
2000-11-01,FR,France,core,81.93587054,FIN
2000-12-01,FR,France,core,82.05292179,FIN
2001-01-01,FR,France,core,81.77199880,FIN
2001-02-01,FR,France,core,81.92416542,FIN
2001-03-01,FR,France,core,82.26361402,FIN
2001-04-01,FR,France,core,82.54453701,FIN
2001-05-01,FR,France,core,82.62647288,FIN
2001-06-01,FR,France,core,82.69670363,FIN
2001-07-01,FR,France,core,82.60306263,FIN
2001-08-01,FR,France,core,82.93080611,FIN
2001-09-01,FR,France,core,83.05956248,FIN
2001-10-01,FR,France,core,83.17661372,FIN
2001-11-01,FR,France,core,83.07126761,FIN
2001-12-01,FR,France,core,83.31707522,FIN
2002-01-01,FR,France,core,83.29366497,FIN
2002-02-01,FR,France,core,83.46924183,FIN
2002-03-01,FR,France,core,83.89062631,FIN
2002-04-01,FR,France,core,84.13643392,FIN
2002-05-01,FR,France,core,84.28860054,FIN
2002-06-01,FR,France,core,84.33542104,FIN
2002-07-01,FR,France,core,84.41735691,FIN
2002-08-01,FR,France,core,84.66316452,FIN
2002-09-01,FR,France,core,84.74510039,FIN
2002-10-01,FR,France,core,84.81533114,FIN
2002-11-01,FR,France,core,84.82703626,FIN
2002-12-01,FR,France,core,84.99090800,FIN
2003-01-01,FR,France,core,84.58122865,FIN
2003-02-01,FR,France,core,85.17818999,FIN
2003-03-01,FR,France,core,85.43570273,FIN
2003-04-01,FR,France,core,85.56445909,FIN
2003-05-01,FR,France,core,85.75174108,FIN
2003-06-01,FR,France,core,85.84538208,FIN
2003-07-01,FR,France,core,85.69321546,FIN
2003-08-01,FR,France,core,85.96243332,FIN
2003-09-01,FR,France,core,86.27847168,FIN
2003-10-01,FR,France,core,86.43063830,FIN
2003-11-01,FR,France,core,86.31358705,FIN
2003-12-01,FR,France,core,86.53598442,FIN
2004-01-01,FR,France,core,86.10289482,FIN
2004-02-01,FR,France,core,86.75838178,FIN
2004-03-01,FR,France,core,86.98077914,FIN
2004-04-01,FR,France,core,87.16806113,FIN
2004-05-01,FR,France,core,87.32022775,FIN
2004-06-01,FR,France,core,87.36704825,FIN
2004-07-01,FR,France,core,87.33193287,FIN
2004-08-01,FR,France,core,87.75331735,FIN
2004-09-01,FR,France,core,87.81184297,FIN
2004-10-01,FR,France,core,87.84695835,FIN
2004-11-01,FR,France,core,87.83525322,FIN
2004-12-01,FR,France,core,88.05765058,FIN
2005-01-01,FR,France,core,87.54262511,FIN
2005-02-01,FR,France,core,88.08106083,FIN
2005-03-01,FR,France,core,88.46732994,FIN
2005-04-01,FR,France,core,88.58438118,FIN
2005-05-01,FR,France,core,88.72484267,FIN
2005-06-01,FR,France,core,88.73654780,FIN
2005-07-01,FR,France,core,88.37368894,FIN
2005-08-01,FR,France,core,88.92382979,FIN
2005-09-01,FR,France,core,89.06429128,FIN
2005-10-01,FR,France,core,88.98235541,FIN
2005-11-01,FR,France,core,88.97065028,FIN
2005-12-01,FR,France,core,89.20475277,FIN
2006-01-01,FR,France,core,88.80677854,FIN
2006-02-01,FR,France,core,89.13452203,FIN
2006-03-01,FR,France,core,89.61443212,FIN
2006-04-01,FR,France,core,89.81341924,FIN
2006-05-01,FR,France,core,90.00070123,FIN
2006-06-01,FR,France,core,90.08263710,FIN
2006-07-01,FR,France,core,89.80171411,FIN
2006-08-01,FR,France,core,90.25821396,FIN
2006-09-01,FR,France,core,90.22309859,FIN
2006-10-01,FR,France,core,90.28162421,FIN
2006-11-01,FR,France,core,90.35185496,FIN
2006-12-01,FR,France,core,90.69130357,FIN
2007-01-01,FR,France,core,90.21139347,FIN
2007-02-01,FR,France,core,90.53913695,FIN
2007-03-01,FR,France,core,90.98393168,FIN
2007-04-01,FR,France,core,91.29997003,FIN
2007-05-01,FR,France,core,91.45213665,FIN
2007-06-01,FR,France,core,91.48725202,FIN
2007-07-01,FR,France,core,91.19462391,FIN
2007-08-01,FR,France,core,91.70964939,FIN
2007-09-01,FR,France,core,91.66282889,FIN
2007-10-01,FR,France,core,91.75646988,FIN
2007-11-01,FR,France,core,91.90863650,FIN
2007-12-01,FR,France,core,92.22467486,FIN
2008-01-01,FR,France,core,91.79158526,FIN
2008-02-01,FR,France,core,92.09591849,FIN
2008-03-01,FR,France,core,92.73970033,FIN
2008-04-01,FR,France,core,92.95039257,FIN
2008-05-01,FR,France,core,93.05573869,FIN
2008-06-01,FR,France,core,93.14937968,FIN
2008-07-01,FR,France,core,92.73970033,FIN
2008-08-01,FR,France,core,93.34836680,FIN
2008-09-01,FR,France,core,93.32495655,FIN
2008-10-01,FR,France,core,93.46541804,FIN
2008-11-01,FR,France,core,93.46541804,FIN
2008-12-01,FR,France,core,93.69952053,FIN
2009-01-01,FR,France,core,93.20790530,FIN
2009-02-01,FR,France,core,93.68781540,FIN
2009-03-01,FR,France,core,94.17943063,FIN
2009-04-01,FR,France,core,94.36671262,FIN
2009-05-01,FR,France,core,94.54228948,FIN
2009-06-01,FR,France,core,94.54228948,FIN
2009-07-01,FR,France,core,94.14431525,FIN
2009-08-01,FR,France,core,94.84662272,FIN
2009-09-01,FR,France,core,94.53058436,FIN
2009-10-01,FR,France,core,94.50717411,FIN
2009-11-01,FR,France,core,94.41353311,FIN
2009-12-01,FR,France,core,94.82321247,FIN
2010-01-01,FR,France,core,94.01555889,FIN
2010-02-01,FR,France,core,94.79980222,FIN
2010-03-01,FR,France,core,95.18607132,FIN
2010-04-01,FR,France,core,95.19777645,FIN
2010-05-01,FR,France,core,95.30312257,FIN
2010-06-01,FR,France,core,95.40846868,FIN
2010-07-01,FR,France,core,95.10413545,FIN
2010-08-01,FR,France,core,95.64257117,FIN
2010-09-01,FR,France,core,95.52551993,FIN
2010-10-01,FR,France,core,95.52551993,FIN
2010-11-01,FR,France,core,95.37335331,FIN
2010-12-01,FR,France,core,95.73621217,FIN
2011-01-01,FR,France,core,94.94026371,FIN
2011-02-01,FR,France,core,95.39676356,FIN
2011-03-01,FR,France,core,96.06395565,FIN
2011-04-01,FR,France,core,96.35658376,FIN
2011-05-01,FR,France,core,96.42681450,FIN
